#id,WR#,Reference,Name,Name 2,Name 3,Right Ascension J2000,Declination J2000,Galactic Longitude (deg),Galactic Latitude (deg),Spectral Type,Spectral Type Reference,Binary Status,Binary Status Reference,u,b_1,v,r,U,B,V,R,I,J,H,K,Cluster,Association,Distance (kpc),Distance Reference,input_position,distance,source_id,designation,ra,dec,l,b_2,ecl_lon,ecl_lat,parallax,pmra,pmdec,phot_g_mean_mag,phot_bp_mean_mag,phot_rp_mean_mag,ra_error,dec_error,parallax_error,pmra_error,pmdec_error,a_g_percentile_lower,a_g_percentile_upper,a_g_val,astrometric_chi2_al,astrometric_excess_noise,astrometric_excess_noise_sig,astrometric_gof_al,astrometric_matched_observations,astrometric_n_bad_obs_al,astrometric_n_good_obs_al,astrometric_n_obs_ac,astrometric_n_obs_al,astrometric_params_solved,astrometric_primary_flag,astrometric_pseudo_colour,astrometric_pseudo_colour_error,astrometric_sigma5d_max,astrometric_weight_al,bp_g,bp_rp,dec_parallax_corr,dec_pmdec_corr,dec_pmra_corr,duplicated_source,e_bp_min_rp_percentile_lower,e_bp_min_rp_percentile_upper,e_bp_min_rp_val,flame_flags,frame_rotator_object_type,g_rp,lum_percentile_lower,lum_percentile_upper,lum_val,matched_observations,mean_varpi_factor_al,parallax_over_error,parallax_pmdec_corr,parallax_pmra_corr,phot_bp_mean_flux,phot_bp_mean_flux_error,phot_bp_mean_flux_over_error,phot_bp_n_obs,phot_bp_rp_excess_factor,phot_g_mean_flux,phot_g_mean_flux_error,phot_g_mean_flux_over_error,phot_g_n_obs,phot_proc_mode,phot_rp_mean_flux,phot_rp_mean_flux_error,phot_rp_mean_flux_over_error,phot_rp_n_obs,phot_variable_flag,pmra_pmdec_corr,priam_flags,ra_dec_corr,radial_velocity,radial_velocity_error,radius_percentile_lower,radius_percentile_upper,radius_val,random_index,ra_parallax_corr,ra_pmdec_corr,ra_pmra_corr,ref_epoch,rv_nb_transits,rv_template_fe_h,rv_template_logg,rv_template_teff,solution_id,teff_percentile_lower,teff_percentile_upper,teff_val,visibility_periods_used,other_ids,r_est,r_lo,r_hi,abs_Bp,abs_Bp_hi,abs_Bp_lo,abs_G,abs_G_hi,abs_G_lo,abs_Rp,abs_Rp_hi,abs_Rp_lo,abs_J,abs_J_hi,abs_J_lo,abs_H,abs_H_hi,abs_H_lo,abs_K,abs_K_hi,abs_K_lo
649,84-8,CBB12,VVV CL099-4,,,17 14 24.71,-38 09 49.35,348.73,0.33,WN6+O,CBB12,,,,,,,,,,,,12.62,10.93,9.91,VVV CL099,,4.0,,"290.01025,12.138972222222222",2.598512987663753e-05,4315954572104614400,Gaia DR2 4315954572104614400,290.01027175749005,12.138957296692881,46.975545016235685,-0.7118484223020728,293.78120197117454,33.940916743720976,-1.1470620204349165,-2.0869782737933997,-5.457975273858105,20.045338,20.668669,18.209213,0.521566441276386,0.427386212451856,0.6597373625089902,1.0109228240343562,0.7973885413697812,,,,435.70288,2.3427989068013635,4.009775764752972,4.9323115,34,0,304,0,304,31,false,1.2864205913426203,0.11565331801179192,0.97769123,0.041797817,0.62333107,2.4594555,0.017520769,-0.0064873323,-0.2981253,false,,,,,0,1.8361244,,,,38,0.009971304,-1.7386646,-0.079987384,-0.34493494,74.65997564412497,22.22179288121399,3.3597639,12,2.724313,180.80523997502797,0.8477042838216671,213.2881,329,1,417.9101126140152,7.381520920718712,56.61572,31,NOT_AVAILABLE,0.38478297,,0.29992646,,,,,,1164229459,-0.3284559,-0.25820524,0.0823215,2015.5,0,,,,1635721458409799680,,,,14,Gaia DR1 4315954567800437888,3798.88414030005,2185.30072728287,6348.41905726417,7.770388757543129,6.65534106660343,8.97111294858763,7.147057757543129,6.03201006660343,8.34778194858763,5.310932757543126,4.195885066603427,6.511656948587627,-0.2782802424568729,-1.3933279333965718,0.9224439485876275,-1.9682802424568724,-3.0833279333965713,-0.767556051412372,-2.988280242456872,-4.103327933396571,-1.7875560514123716
650,84-9,CBB12,VVV CL099-5,,,17 14 25.42,-38 09 50.40,348.73,0.33,WN6,CBB12,,,,,,,,,,,,13.43,11.7,10.64,VVV CL099,,4.0,,"290.210375,13.311416666666666",0.002006987010770815,4319179061744936192,Gaia DR2 4319179061744936192,290.2118196932983,13.31284897721597,48.10434166396898,-0.33422507834218523,294.2528950333001,35.065896847120435,1.4905021645983918,0.2999860286310223,-7.032442554261315,20.659445,21.480825,19.260952,0.850268598906493,0.7786296787691063,1.1894006728286346,1.7830995339570412,1.6108920464439267,,,,223.51985,2.401421977004645,2.3218223568571967,3.2005637,19,2,165,0,167,31,false,1.5323679595758446,0.22827343051743143,1.7519264,0.022227038,0.8213806,2.2198734,0.1772109,-0.052262235,-0.3152879,false,,,,,0,1.3984928,,,,22,-0.04450364,1.2531539,-0.11082672,-0.20401369,35.33662099815772,9.288810851422614,3.8042138,12,1.8886864,102.69953147680661,1.0243115254388113,100.26201,191,0,158.63058484460163,6.8614888134323975,23.118975,20,NOT_AVAILABLE,0.31663266,,0.22582833,,,,,,1456132544,-0.1386889,-0.27475637,-0.07066896,2015.5,0,,,,1635721458409799680,,,,9,,2225.80058957568,840.592442860545,4664.66586460692,9.743393734431962,8.136722299088595,11.85789759365337,8.922013734431964,7.315342299088597,11.036517593653372,7.523520734431962,5.916849299088595,9.63802459365337,1.692568734431962,0.08589729908859489,3.80707259365337,-0.03743126556803844,-1.6441027009114055,2.0770725936533694,-1.0974312655680372,-2.7041027009114043,1.0170725936533707
651,84-10,CBB12,VVV CL099-7,,,17 14 25.66,-38 09 53.72,348.73,0.32,WC8,CBB12,,,,,,,,,,,,11.67,10.06,9.26,VVV CL099,,4.0,,"289.0765833333333,12.780333333333333",2.9196909460933283e-05,4319236236367451264,Gaia DR2 4319236236367451264,289.0765930849166,12.780360938035829,47.11622187514877,0.3939432003286724,292.81675251794087,34.720840232907875,-0.44382648170869016,-2.353517748530816,-5.209979265493125,17.723536,,,0.16115072085402163,0.13821906832154968,0.2194597927685589,0.310228662621475,0.2627404297824166,,,,724.679,1.0192421442329422,13.735623111352895,14.2774315,29,0,256,0,256,31,false,1.2505451485541932,0.035111607915847866,0.2953784,0.5184279,,,0.078988455,0.036323145,-0.37233868,false,,,,,0,,,,,32,-0.009711558,-2.022359,0.09572545,-0.30661395,,,,0,,1534.3766551288086,3.912783047578583,392.1446,278,2,,,,0,NOT_AVAILABLE,0.24173658,,0.12468409,,,,,,476362051,-0.43694603,-0.34341088,0.21421523,2015.5,0,,,,1635721458409799680,,,,12,,5678.02323581042,3819.37631773369,8420.4780793728,,,,3.9525501728553145,3.0968522519202164,4.813573745494601,,,,-2.100985827144685,-2.956683748079783,-1.2399622545053983,-3.7109858271446843,-4.566683748079782,-2.8499622545053978,-4.510985827144685,-5.366683748079783,-3.6499622545053985
211,85,VII,HD 155603B,TYC 7874 1219,LSS 3982,17 14 27.13,-39 45 47.00,347.43,-0.61,WN6h,SSM96,"d.e.l., VB","HH88,CM89,Hip97,VII",11.37,11.17,10.6,10.21,10.64,10.96,10.4,,,8.2,7.943,7.475,HD 155603 group?,,1.8,MF77,"289.632125,13.721638888888888",3.191509848444415e-05,4319406076527127168,Gaia DR2 4319406076527127168,289.63210789956184,13.721611638161404,48.201064950502726,0.35529306483799705,293.6549360047161,35.56260446885141,,,,21.087336,,,13.48319531464216,9.65396150590106,,,,,,,151.09567,13.035857549356933,7.310773822980603,6.3649597,7,0,60,0,60,3,false,,,2373.2292,0.0034913607,,,,,,false,,,,,0,,,,,11,0.16345201,,,,,,,0,,69.24879888285268,1.8508323548965786,37.414948,70,2,,,,0,NOT_AVAILABLE,,,0.9430829,,,,,,1003222532,,,,2015.5,0,,,,1635721458409799680,,,,4,,,,,,,,,,,,,,,,,,,,,,
675,85-1,KSF14,1198-6EC8,,,17 15 55.9,-37 19 12.0,-10.413,0.575,WC6::,KSF14,,,,,,,,,,,,16.152,14.681,13.467,,,,,"289.630625,13.727611111111111",7.129946251445638e-05,4319406076548902784,Gaia DR2 4319406076548902784,289.63063111432484,13.727540059484223,48.20563333776324,0.35933471812101464,293.6543936765615,35.568688028053586,-0.6374402869325179,-1.4773219432470102,-3.834997787648475,19.413538,21.200443,17.54669,0.355874383671421,0.3200999830167911,0.4605955021167172,0.744923116618099,0.6806016151009798,,,,417.9146,2.0435174337614352,6.434207124488282,6.6220503,28,2,247,0,249,31,false,1.2604766167790773,0.07795368431651369,0.7529425,0.09006352,1.7869053,3.6537533,0.037178062,0.30520043,-0.02319119,false,,,,,0,1.866848,,,,32,0.012464821,-1.3839481,0.05540083,-0.08089832,45.74860773861201,14.988756583746522,3.052195,13,2.5191207,323.542155064739,1.4815655227190527,218.37857,272,1,769.2931231294336,10.508241419230515,73.20855,28,NOT_AVAILABLE,0.4345845,,0.22820319,,,,,,816199057,-0.33366713,-0.08529855,0.05214572,2015.5,0,,,,1635721458409799680,,,,12,Gaia DR1 4319406072231261824,4064.84263347744,2425.43355955227,6647.09745752153,8.155224315214625,7.087282768493115,9.276496088007631,6.368319315214624,5.300377768493114,7.48959108800763,4.501471315214626,3.4335297684931163,5.622743088007633,3.1067813152146257,2.0388397684931157,4.228053088007632,1.6357813152146239,0.5678397684931138,2.7570530880076305,0.42178131521462525,-0.6461602315068848,1.5430530880076319
212,86,VII,,HIP 84655,HD 156327,17 18 23.06,-34 24 30.60,352.25,1.85,WC7 (+B0III-I),NS98,"SB1?, VB","JB63,HH88,ML88,CM89,SS90,GV91,NS98,NG99a,VII",10.47,10.06,9.63,9.36,9.83,10.1,9.29,,,7.436,7.136,6.666,,,,,"290.16825000000006,13.843111111111112",4.5091455329399394e-05,4319423252107433216,Gaia DR2 4319423252107433216,290.1682893008197,13.8430870880731,48.552512995162026,-0.04771503887251079,294.3111416856868,35.5956938481957,-2.783645585600529,-2.702190584780104,-4.333134278411908,20.011292,21.141703,18.064373,0.5228825963925129,0.5585620703212041,0.7119520746052311,1.0944814312902638,1.0381321405865036,,,,402.49637,2.9001325373939144,5.785261834057207,6.5865088,27,0,236,0,236,31,false,1.2989281004698239,0.12489145630426225,1.0248202,0.037785295,1.1304111,3.0773296,-0.18651016,0.28723565,-0.26131517,false,,,,,0,1.9469185,,,,29,0.072051376,-3.9098778,-0.26751032,-0.23130688,48.29185525535097,12.616447293877954,3.8276906,8,2.8185437,186.56495075426477,2.2246799969066156,83.86148,253,0,477.5496264381469,22.261231648467717,21.452076,27,NOT_AVAILABLE,0.15424556,,0.19392179,,,,,,1160604843,-0.12300742,-0.22327329,0.067105904,2015.5,0,,,,1635721458409799680,,,,13,Gaia DR1 4319423252107433216,4456.17712018793,2715.38435678676,7098.06113609363,7.896890777691036,6.886004321818881,8.972546441393817,6.766479777691037,5.755593321818882,7.842135441393818,4.819560777691036,3.8086743218188808,5.895216441393817,-5.808812222308964,-6.819698678181119,-4.733156558606183,-6.108812222308964,-7.119698678181119,-5.033156558606183,-6.578812222308963,-7.589698678181119,-5.503156558606182
214,88,VII,The 1,,The 1,17 18 49.50,-33 57 39.80,352.67,2.04,WC9,WH00,,,15.02,14.25,13.25,12.44,,,,11.8,,9.033,8.564,8.052,,Anon. Sco OB?,,,"289.386625,14.141083333333333",4.9908781850991166e-05,4319502902284779392,Gaia DR2 4319502902284779392,289.3866706532019,14.141106378366706,48.46058580024988,0.7619609952097773,293.44992065538753,36.015447396195995,-0.17287464594936833,-3.4027056535891975,-3.311914113591248,18.841476,21.044123,17.136106,0.2637532651246047,0.26643311086894067,0.3470814860014492,0.530634740841647,0.4536495874571636,,,,392.7581,1.564532311896315,7.42995800172793,7.339839,24,1,211,0,212,31,false,1.1797047660321114,0.06544992637304924,0.5304061,0.17391483,2.2026463,3.9080162,-0.04546096,-0.14380094,-0.29071036,false,,,,,0,1.70537,,,,25,0.046921127,-0.49808085,-0.18931127,-0.308243,52.833067890079874,7.511630217833177,7.033502,21,2.1455474,547.9682123548337,1.3927833133367495,393.43393,220,0,1122.8586405744104,9.000433314467504,124.756065,24,NOT_AVAILABLE,0.36825034,,0.39657548,,,,,,792840084,-0.15156059,-0.24971214,-0.14644074,2015.5,0,,,,1635721458409799680,,,,13,,3913.909453853,2354.25666723739,6446.02364223669,8.081069128631352,6.997663529741981,9.18485395493885,5.878422128631353,4.795016529741982,6.982206954938851,4.173052128631355,3.0896465297419837,5.276836954938853,-3.9300538713686475,-5.013459470258018,-2.8262690450611494,-4.399053871368647,-5.482459470258018,-3.295269045061149,-4.911053871368647,-5.994459470258018,-3.8072690450611493
213,87,VII,LSS 4064,GSC 7870-1223,,17 18 52.89,-38 50 04.50,348.69,-0.77,WN7h+abs,SSM96,"a, d.e.l.","CM89,VII",15.12,14.08,12.5,11.44,13.93,13.55,11.96,,,7.981,7.452,7.085,HM 1,Anon. Sco OB,2.9,HM77,"290.72337500000003,14.147222222222222",5.005020984620395e-05,4319620373924501120,Gaia DR2 4319620373924501120,290.72335427323964,14.147176384592099,49.07439068481002,-0.3796717285625855,295.02864697808707,35.80314327497852,-0.7234507869140533,-2.466634127796634,-4.413989251900488,18.834068,21.576485,16.934353,0.28318791456668047,0.26351202688284714,0.41512537325315185,0.5821921594193346,0.5059905134796088,,,,425.3248,1.75698014406558,9.707596875058911,8.569473,24,0,206,0,206,31,false,1.0179848190262897,0.06787450242222971,0.5362815,0.15345117,2.7424164,4.642132,-0.15480329,0.20715202,-0.183321,false,,,,,0,1.8997154,,,,26,-0.0063618976,-1.7427285,-0.29609403,-0.14822233,32.35651155589075,10.321860856753144,3.1347556,12,2.5094426,551.7207807839526,1.7940660600839264,307.52533,223,1,1352.1550932975856,10.37769198519069,130.29439,24,NOT_AVAILABLE,0.1768274,,0.20115593,,,,,,1325827312,-0.18738629,-0.115156904,0.0871298,2015.5,0,,,,1635721458409799680,,,,12,,4317.19689119484,2658.15128745,6881.52687675999,8.400475721729599,7.38806094793588,9.453586525102356,5.658058721729596,4.645643947935877,6.711169525102353,3.7583437217295987,2.74592894793588,4.811454525102356,-5.195009278270403,-6.2074240520641215,-4.141898474897646,-5.724009278270403,-6.736424052064121,-4.670898474897646,-6.091009278270403,-7.103424052064121,-5.037898474897646
215,89,VII,LSS 4065,HIP 84716,AS 223,17 19 00.52,-38 48 51.20,348.72,-0.78,WN8h+abs,SSM96,"a, d.e.l., VB","CM89,Hip97,VII",13.62,12.72,11.5,10.54,13.01,12.5,11.03,,,7.385,6.963,6.578,HM 2,Anon. Sco OB,2.9,HM77,"290.1221666666667,14.201694444444444",0.0025620692706699163,4319820214453610624,Gaia DR2 4319820214453610624,290.1234662045259,14.199463517937122,48.8466950040921,0.15808205868263,294.33248326059,35.95429603130067,0.04668876048314851,-1.1867169093791667,-3.9449257043710855,19.294426,,,0.2781495562637051,0.27706049153060136,0.3585736777408818,0.6136367490151908,0.5265124183097469,,,,220.53336,0.0,0.0,-0.51039547,28,1,237,0,238,31,false,1.4377023298569382,0.060981625626244755,0.6007182,0.16458587,,,0.23136583,0.2964184,-0.20679392,false,,,,,0,,,,,32,0.13354553,0.13020688,0.015610761,-0.37095618,,,,0,,361.0568602560745,1.1710826838671096,308.3103,263,2,,,,0,NOT_AVAILABLE,0.38128185,,0.25302652,,,,,,357348045,-0.13898058,-0.13635474,0.18120274,2015.5,0,,,,1635721458409799680,,,,13,,3374.27186863643,1958.56794283586,5810.38442160935,,,,6.653525643867958,5.473401666223328,7.834732790769779,,,,-5.255900356132043,-6.436024333776674,-4.074693209230222,-5.677900356132043,-6.858024333776673,-4.496693209230222,-6.062900356132043,-7.243024333776673,-4.881693209230222
216,90,VII,,HIP 84757,HD 156385,17 19 29.90,-45 38 23.80,343.16,-4.76,WC7,VI,,NG99a,,7.33,7.45,7.48,6.54,7.17,6.96,,,6.251,6.09,5.52,,,,,"290.726875,14.191083333333333",9.75873425799736e-06,4319831724981614208,Gaia DR2 4319831724981614208,290.726883384107,14.191088733739905,49.11472096055246,-0.36196467478525807,295.04220559352774,35.845794715882406,-1.7579625721130008,-1.692259155437416,-5.573205611095738,18.481491,21.275017,16.688549,0.36223000547651635,0.26977812091604614,0.5144495372721742,0.6255421167600111,0.481421397647524,,,,305.6244,1.4792707589097756,8.66654921833693,7.756736,16,0,140,0,140,31,false,1.4601358318448332,0.06933918371674103,0.63739246,0.22880174,2.7935257,4.5864677,0.22816518,0.01637903,-0.40857574,true,,,,,0,1.792942,,,,17,-0.15816092,-3.417172,-0.10932577,-0.44496724,42.7118495664534,8.34409193859945,5.1188135,9,2.277203,763.396296025867,1.9714517232780693,387.22546,149,0,1695.6965836897527,14.027079086273408,120.88736,16,NOT_AVAILABLE,-0.13321063,,-0.25219014,,,,,,1280308702,-0.6420658,-0.18544915,0.42308623,2015.5,0,,,,1635721458409799680,,,,10,Gaia DR1 4319831720673738880,4724.90653769959,2965.33271968772,7367.49342789078,7.90305088875008,6.9384182144326285,8.914649851772605,5.10952488875008,4.144892214432629,6.121123851772605,3.31658288875008,2.3519502144326285,4.328181851772605,-7.120966111249918,-8.08559878556737,-6.109367148227393,-7.281966111249918,-8.24659878556737,-6.270367148227393,-7.851966111249919,-8.81659878556737,-6.840367148227394
217,91,VII,StSa 1,,,17 20 22.00,-38 56 47.00,348.76,-1.07,WN7b,SSM96,,,,17.26,15.76,14.3,,,,,,9.532,8.765,8.199,,,,,"291.8249166666667,16.090166666666665",2.7165832394098563e-05,4321618083470555264,Gaia DR2 4321618083470555264,291.8249198567863,16.090139674310514,51.28931170981218,-0.3945348021000717,296.7687258051912,37.523025356891544,0.3056459791729335,-3.153608046034009,-4.844253355387817,19.28565,21.89503,17.41776,0.320976752712982,0.33743972133234756,0.42449111683698604,0.7177049047537388,0.7984982749370517,,,,348.5961,1.8330419399343787,6.361805818556181,6.182093,23,1,204,0,205,31,false,1.2763609647932812,0.087661385855524,0.8154925,0.108957045,2.6093788,4.477268,-0.19483706,0.22359884,0.14805801,false,,,,,0,1.8678894,,,,25,0.08846665,0.7200292,0.009698936,-0.016113639,24.12922070051018,5.026194438849018,4.800694,12,2.446294,363.98703639563695,1.325162712126322,274.67346,220,0,866.2901251966825,8.949193655910184,96.80091,25,NOT_AVAILABLE,0.44968176,,0.24351245,,,,,,1488446843,0.10471214,0.17472947,0.35846144,2015.5,0,,,,1635721458409799680,,,,12,Gaia DR1 4321618083470555264,2706.31610728189,1470.53997384417,5035.36254380768,9.733137388229498,8.384876274899586,11.057645827617314,7.1237573882294996,5.775496274899588,8.448265827617316,5.2558673882295,3.907606274899589,6.580375827617317,-2.629892611770501,-3.9781537251004124,-1.3053841723826842,-3.3968926117705003,-4.745153725100412,-2.0723841723826837,-3.962892611770501,-5.311153725100413,-2.6383841723826844
218,91-1,SM09,SMG09 1222_15,,2MASS J17224074-3504529,17 22 40.74,-35 04 52.90,352.2,0.74,WC8; WC7,SMG09; RC15,,,,,,,,,,,,15.11,12.05,10.33,,,,,"291.32550000000003,17.03775",0.0001279696890753744,4322565798082824832,Gaia DR2 4322565798082824832,291.32557057685904,17.037641267426633,51.895266493409174,0.47705162502944587,296.3950241386138,38.542928496856796,1.4478380781615512,-1.7924943174409056,-4.744730691527019,19.228903,21.185606,17.428377,0.28003003682648375,0.29376032047565953,0.37135898982273585,0.5884712184890568,0.7554939466275084,,,,290.19913,1.310387971336689,3.5007220512595376,4.8023334,21,0,188,0,188,31,false,1.3867331706508865,0.08395186892559518,0.720569,0.14648883,1.9567032,3.7572289,-0.01709691,-0.15898046,-0.05448743,false,,,,,0,1.8005257,,,,22,0.16500096,3.898756,0.14854804,-0.10077188,46.37810573087265,18.88394699617713,2.455954,9,2.3577554,383.5172674770457,1.6029032871727402,239.26413,197,1,857.8617971297253,9.380872225267062,91.447975,10,NOT_AVAILABLE,0.40209958,,0.24355668,,,,,,126181297,0.118938096,0.024351927,0.21489577,2015.5,0,,,,1635721458409799680,,,,10,Gaia DR1 4322565798075419648,752.800318428337,533.066918686165,1273.5381682558,11.802207029388853,10.660546172958139,12.551697341434846,9.845504029388852,8.703843172958138,10.594994341434845,8.044978029388854,6.90331717295814,8.794468341434847,5.726601029388853,4.584940172958138,6.476091341434845,2.666601029388854,1.5249401729581393,3.4160913414348464,0.9466010293888534,-0.1950598270418613,1.6960913414348457
220,93,VII,Th10-19,GSC 7383-0162,HD 157504,17 25 08.88,-34 11 12.80,353.23,0.83,WC7+O7-9,HH88,SB2?,"LS84,LT84,CM89,SS90,VII",13.48,12.58,11.46,10.55,12.8,12.1,10.68,,,7.036,6.533,5.865,Pi 24:,,2.5,MA01,"291.1954166666667,17.240277777777777",4.219690157671307e-05,4322765389497405952,Gaia DR2 4322765389497405952,291.19546070265005,17.24028120542956,52.01475092974629,0.6825907511457977,296.2864800897077,38.76504606503834,0.16817514246848442,-3.328708103891803,-5.5424729224251355,18.447706,21.155596,16.718195,0.16883173746172353,0.1890535301025144,0.2389209573401195,0.3512219513727683,0.3758664644766213,,,,427.30396,1.1665352823192972,7.948026851974176,7.3677425,27,1,236,0,237,31,false,1.2987940012772212,0.04564442612015618,0.36242163,0.3031429,2.7078896,4.437401,0.015731178,-0.19737203,-0.11811858,false,,,,,0,1.7295113,,,,30,0.1468513,0.7038945,-0.22515045,-0.22058074,47.677866933543285,8.035585208715567,5.933341,20,2.1557438,787.5241955098344,1.4937315114482357,527.21936,254,0,1650.0226503495576,11.062492178307489,149.1547,29,NOT_AVAILABLE,0.22285406,,0.25729865,,,,,,751094626,-0.02695044,-0.13003497,0.17231104,2015.5,0,,,,1635721458409799680,,,,12,Gaia DR1 4322765389497405952,3355.18933894495,2088.57517324798,5621.04610522932,8.527010834198041,7.406510262501186,9.556345443652795,5.819120834198042,4.698620262501187,6.848455443652796,4.089609834198043,2.9691092625011883,5.118944443652797,-5.5925851658019585,-6.7130857374988135,-4.563250556347205,-6.095585165801958,-7.216085737498813,-5.066250556347204,-6.763585165801958,-7.884085737498813,-5.734250556347204
219,92,VII,,TYC 7895 1089,HD 157451,17 25 23.15,-43 29 31.90,345.54,-4.42,WC9,WH00,,,10.71,10.5,10.43,10.5,10.0,10.62,10.33,,,9.503,9.222,8.822,,,,,"291.5347916666667,17.773083333333332",4.98418499549881e-05,4322817483169888512,Gaia DR2 4322817483169888512,291.53478966267124,17.773033528030364,52.63730417662014,0.6505185902633525,296.8233904131971,39.22811324238731,-0.38218736696642586,-2.513114612382123,-5.39808408516584,15.984834,18.265972,14.513128,0.07300142363411445,0.07238534847557294,0.09997915565861427,0.15128921172333018,0.13534817780577518,,,,785.3701,0.6140669914272873,23.60256878575354,16.901981,25,2,218,0,220,31,false,1.183593786571577,0.01914710682466768,0.14679094,1.9649799,2.2811384,3.7528439,-0.10515029,0.10310532,-0.10501299,false,,,,,0,1.4717054,,,,27,0.09738267,-3.8226705,-0.04743915,-0.36407834,682.5999484693087,9.979578885061116,68.39967,26,1.742049,7610.493304323983,14.642307200197882,519.7605,237,0,12575.25238017505,70.66061932157825,177.96692,26,NOT_AVAILABLE,0.20754774,110001,0.110101596,,,,,,416740002,-0.13350278,-0.12743196,0.24429898,2015.5,0,,,,1635721458409799680,3486.53,4228.9,3844.0833,14,,9269.24061509031,6976.02584027501,12338.4952635804,3.430751220423627,2.8096610064452996,4.0479315968940295,1.1496132204236247,0.5285230064452975,1.7667935968940274,-0.3220927795763746,-0.9431829935547018,0.2950875968940281,-5.3322207795763745,-5.953310993554702,-4.715040403105972,-5.613220779576375,-6.234310993554702,-4.996040403105972,-6.0132207795763755,-6.634310993554703,-5.396040403105973
221,93a,VII,Th3-28,,Th3-28,17 30 56.80,-26 59 10.00,359.92,3.78,WN2.5-3; WN6; WN6h,AS90; Mis13; RC17,,,,13.9,13.9,,,18.7,,16.9,,13.883,13.221,12.717,,,,,"292.52208333333334,17.766944444444444",2.2062658733988536e-05,4323004979954775552,Gaia DR2 4323004979954775552,292.5221060554587,17.766948750284072,53.08093315791821,-0.17847576142894409,298.0113940943231,39.04130190302403,-1.2024025431724041,-2.202957910125008,-4.445399405769404,19.166895,20.979952,17.344961,0.2821889220509715,0.3113498144737369,0.43048545877020533,0.6017592125541242,0.6735972177765996,,,,469.7768,1.7152388372964837,7.760630356053287,9.53744,25,1,214,0,215,31,false,1.250273756094299,0.08678426813209471,0.61584264,0.11467872,1.813057,3.6349907,-0.26349917,0.24969693,-0.11499614,false,,,,,0,1.8219337,,,,27,0.037357077,-2.7931316,-0.36494946,0.005370524,56.049883165727536,17.972925154183105,3.1185732,6,2.419403,406.05789318114046,1.481149672993473,274.15048,228,1,926.3677878338498,19.03354193250926,48.67028,10,NOT_AVAILABLE,-0.049728073,,0.003892166,,,,,,819317728,0.030589215,-0.115687795,0.1237153,2015.5,0,,,,1635721458409799680,,,,13,Gaia DR1 4323004979954775552,4710.74127984937,2981.36792355933,7312.08145698036,7.614505735674911,6.659746895917053,8.607874127029575,5.80144873567491,4.846689895917052,6.7948171270295745,3.979514735674911,3.0247558959170533,4.972883127029576,0.5175537356749089,-0.437205104082949,1.5109221270295734,-0.1444462643250901,-1.099205104082948,0.8489221270295744,-0.6484462643250897,-1.6032051040829476,0.3449221270295748
222,93b,VIIA,DBU 1,,,17 32 03.30,-35 04 32.50,353.27,-0.85,WO3,DBU04,,,,,,,,16.9,,14.4,,11.331,10.555,10.17,,,,,"292.55758333333335,18.533425",0.0001001859792038968,4323329443281542528,Gaia DR2 4323329443281542528,292.55755521988794,18.533328425066816,53.769457930603586,0.15976603429524477,298.2499238199146,39.785958464381075,0.11162427544323862,-3.0471579896111036,-5.921646654876503,14.280442,16.324055,12.912119,0.03838478451922557,0.047671700098014885,0.07553012096125054,0.08254843835302371,0.09119361060924276,1.366,2.3137,1.629,1476.3795,0.4279474107082046,39.660650548977415,25.146221,37,0,329,0,329,31,false,1.2349340942222558,0.011037463431536209,0.098815545,4.8343267,2.0436125,3.4119358,0.00831924,-0.2428516,-0.04684852,false,0.7417,1.26,0.91,,0,1.3683233,,,,39,-0.013100936,1.4778776,-0.20516935,-0.47814956,4082.565973515898,15.825744034861618,257.9699,36,1.6139054,36573.75501159384,14.892396984848734,2455.8677,346,0,54944.014016294575,128.19917206184977,428.58322,39,NOT_AVAILABLE,0.3995141,100001,0.38532302,,,,,,736749773,-0.07369832,-0.032472678,-0.22021116,2015.5,0,,,,1635721458409799680,3668.075,4492.67,4116.3447,13,Gaia DR1 4323329438962779520,5130.62729273791,3851.20295401837,7134.2122559489,2.773202664577653,2.0573248687253187,3.396072969743095,0.7295896645776523,0.013711868725318155,1.3524599697430943,-0.6387333354223479,-1.354611131274682,-0.01586303025690583,-2.219852335422349,-2.935730131274683,-1.5969820302569069,-2.9958523354223487,-3.711730131274683,-2.3729820302569067,-3.3808523354223485,-4.096730131274683,-2.7579820302569065
