#id,WR#,Reference,Name,Name 2,Name 3,Right Ascension J2000,Declination J2000,Galactic Longitude (deg),Galactic Latitude (deg),Spectral Type,Spectral Type Reference,Binary Status,Binary Status Reference,u,b_1,v,r,U,B,V,R,I,J,H,K,Cluster,Association,Distance (kpc),Distance Reference,input_position,distance,source_id,designation,ra,dec,l,b_2,ecl_lon,ecl_lat,parallax,pmra,pmdec,phot_g_mean_mag,phot_bp_mean_mag,phot_rp_mean_mag,ra_error,dec_error,parallax_error,pmra_error,pmdec_error,a_g_percentile_lower,a_g_percentile_upper,a_g_val,astrometric_chi2_al,astrometric_excess_noise,astrometric_excess_noise_sig,astrometric_gof_al,astrometric_matched_observations,astrometric_n_bad_obs_al,astrometric_n_good_obs_al,astrometric_n_obs_ac,astrometric_n_obs_al,astrometric_params_solved,astrometric_primary_flag,astrometric_pseudo_colour,astrometric_pseudo_colour_error,astrometric_sigma5d_max,astrometric_weight_al,bp_g,bp_rp,dec_parallax_corr,dec_pmdec_corr,dec_pmra_corr,duplicated_source,e_bp_min_rp_percentile_lower,e_bp_min_rp_percentile_upper,e_bp_min_rp_val,flame_flags,frame_rotator_object_type,g_rp,lum_percentile_lower,lum_percentile_upper,lum_val,matched_observations,mean_varpi_factor_al,parallax_over_error,parallax_pmdec_corr,parallax_pmra_corr,phot_bp_mean_flux,phot_bp_mean_flux_error,phot_bp_mean_flux_over_error,phot_bp_n_obs,phot_bp_rp_excess_factor,phot_g_mean_flux,phot_g_mean_flux_error,phot_g_mean_flux_over_error,phot_g_n_obs,phot_proc_mode,phot_rp_mean_flux,phot_rp_mean_flux_error,phot_rp_mean_flux_over_error,phot_rp_n_obs,phot_variable_flag,pmra_pmdec_corr,priam_flags,ra_dec_corr,radial_velocity,radial_velocity_error,radius_percentile_lower,radius_percentile_upper,radius_val,random_index,ra_parallax_corr,ra_pmdec_corr,ra_pmra_corr,ref_epoch,rv_nb_transits,rv_template_fe_h,rv_template_logg,rv_template_teff,solution_id,teff_percentile_lower,teff_percentile_upper,teff_val,visibility_periods_used,other_ids,r_est,r_lo,r_hi,abs_Bp,abs_Bp_hi,abs_Bp_lo,abs_G,abs_G_hi,abs_G_lo,abs_Rp,abs_Rp_hi,abs_Rp_lo,abs_J,abs_J_hi,abs_J_lo,abs_H,abs_H_hi,abs_H_lo,abs_K,abs_K_hi,abs_K_lo
223,94,VII,HD 158860,GSC 7380-0394,,17 33 07.14,-33 38 23.70,354.6,-0.25,WN5o,SSM96,,,,13.01,12.27,,,,,,,7.091,6.188,5.913,,,,,"292.66183333333333,18.652722222222224",2.7126090555286974e-05,4323332329499518848,Gaia DR2 4323332329499518848,292.66181344416805,18.652702710419902,53.92162186862269,0.13041912596884114,298.40699008616207,39.883262302431895,0.19287297411120785,-3.1462712380475297,-5.9607695605909266,12.441411,14.705451,11.026386,0.04697396434422463,0.05209858238087075,0.07587790713848121,0.09705519315772579,0.10170556554567169,0.7024,1.6526,0.7262,4211.7534,0.2787410935205794,40.95837365530979,49.661434,54,9,468,477,477,31,true,1.2413229695508674,0.015110216070106939,0.06808683,11.042208,2.26404,3.6790648,0.1948687,-0.19299208,-0.08806058,true,0.458,0.9381,0.461,,0,1.4150248,,,,56,0.029048918,2.5418859,-0.25221905,-0.33765265,18129.038459236668,72.82396155768777,248.94331,49,1.6594248,198967.2965024993,108.26558394827256,1837.7705,490,1,312042.2219201675,684.3116892801391,455.9943,53,NOT_AVAILABLE,0.44966662,100002,0.46440598,,,,,,23979196,0.08448376,-0.025937287,-0.4555945,2015.5,0,,,,1635721458409799680,3281.0,3675.135,3429.42,13,,4060.40029543647,3108.18080569381,5604.48949243048,1.6626067464864676,0.9627707036749324,2.242919629163854,-0.601433253513532,-1.3012692963250672,-0.021120370836145597,-2.016458253513532,-2.716294296325067,-1.4361453708361456,-5.951844253513532,-6.651680296325067,-5.371531370836146,-6.854844253513533,-7.554680296325068,-6.274531370836146,-7.129844253513532,-7.829680296325067,-6.549531370836146
543,94-1,SFZ12,SFZ12 1245-23L,,,17 33 33.22,-32 36 16.4,355.52,0.24,WC9,SFZ12,,,,,,,,,,,,15.99,12.59,10.76,,,,,"287.8786666666667,16.860611111111112",3.9363139219311124e-05,4513494205567536512,Gaia DR2 4513494205567536512,287.8786341464625,16.860587010048132,50.19798767580485,3.3100123253408387,292.19106748920876,38.93251872317013,0.11534763855199737,-2.6450373494953894,-5.533669649047716,10.613249,11.333731,9.775511,0.025244907000913103,0.02690953811869005,0.036465197602423255,0.049606302016692236,0.049128555440155666,,,,355.17368,0.0,0.0,4.2788515,29,4,253,257,257,31,true,1.4633532959333484,0.008160601686379478,0.036132213,335.29642,0.7204819,1.5582199,0.010238147,0.053849686,-0.28050604,false,,,,,0,0.83773804,,,,36,-0.05584307,3.1632254,-0.19679007,-0.24351503,404634.6747356963,899.0068938624233,450.09073,34,1.2991323,1071634.4499129513,879.5796581997812,1218.3484,300,0,987560.2693873576,2988.4640715678943,330.45746,33,NOT_AVAILABLE,0.18174542,100001,0.10550143,,,,,,1469949574,-0.18325078,-0.21937299,0.12112366,2015.5,0,,,,1635721458409799680,4250.107,4750.0,4378.6665,12,Gaia DR1 4513494201229646848,6203.00109230939,5080.61533834951,7824.7750802235,-2.629278288207468,-3.1336283139539667,-2.1958505750670216,-3.3497602882074684,-3.854110313953967,-2.916332575067022,-4.187498288207468,-4.691848313953967,-3.754070575067022,2.026990711792532,1.5226406860460333,2.4604184249329784,-1.3730092882074683,-1.877359313953967,-0.939581575067022,-3.2030092882074683,-3.707359313953967,-2.769581575067022
224,95,VII,He3-1434,,He3-1434,17 36 19.76,-33 26 10.90,355.13,-0.7,WC9d,VI,,,16.62,15.29,14.0,13.35,16.01,15.15,13.38,,,8.29,6.67,5.27,Tr 27-28:,,2.5,MA01,"292.06487500000003,19.55586111111111",0.00018586002754892493,4515628288919542784,Gaia DR2 4515628288919542784,292.06504329548557,19.55595803366943,54.44446007466964,1.0580626884980755,297.91705650457067,40.88054745580495,0.24433512712924255,-3.6636289259708943,-5.093621429285257,11.944657,13.10598,10.863853,0.02949869297150875,0.03437918710478312,0.055317588365806865,0.05939366083623955,0.06825138365855446,,,,1279.3076,0.0,0.2398363343949068,18.74383,55,24,456,480,480,31,true,1.3438012699574848,0.007031368309415371,0.04628453,331.61838,1.1613226,2.2421265,0.22601381,-0.35250518,-0.067535356,false,,,,,0,1.0808039,,,,57,-0.07223672,4.416952,-0.34569335,-0.26434845,79097.5888643018,155.9041125402987,507.3477,53,1.4043541,314400.45871762553,179.50814213358217,1751.4552,490,1,362431.97466807987,371.2660631097168,976.2055,53,NOT_AVAILABLE,0.3224914,100002,0.3589908,,,,,,1011410285,0.017519336,0.031051958,-0.63724923,2015.5,0,,,,1635721458409799680,3511.75,4286.875,3545.0,13,Gaia DR1 4515628284578402432,3575.10313545572,2955.99837456521,4481.76023471418,0.3395371252400583,-0.15126309463435206,0.7524590454279299,-0.8217858747599429,-1.3125860946343533,-0.40886395457207136,-1.9025898747599417,-2.393390094634352,-1.4896679545720701,-4.476442874759943,-4.9672430946343535,-4.063520954572072,-6.096442874759942,-6.587243094634353,-5.683520954572071,-7.496442874759943,-7.987243094634353,-7.083520954572071
225,96,VII,,,LSS 4265,17 36 24.20,-32 54 29.00,355.58,-0.43,WC9d,HH88,,,,15.15,14.14,,,,,,,nan,nan,nan,,,,,"272.33458333333334,20.315833333333334",0.004062576823463734,4528097296196813952,Gaia DR2 4528097296196813952,272.3307396568774,20.31770729743992,46.99104088931168,18.109693046165315,273.0255024787565,43.73251283257307,0.5485744074433957,4.213561392326751,-3.2670540418214453,17.612616,18.170778,16.838057,0.06851030646838081,0.10615152298352046,0.10589171312672119,0.1475752995596631,0.24086484384042608,,,,555.1985,0.07472671454550553,0.1287759744765312,2.1118417,56,2,492,8,494,31,false,1.4682419786441894,0.01772120946751359,0.2213584,1.5088072,0.5581627,1.3327217,-0.17888883,-0.44175392,-0.3208318,false,,,,,0,0.774559,,,,59,0.054986957,5.1805224,0.05693202,0.08272311,745.1509170716523,11.483419537268361,64.88929,32,1.3079265,1699.4163252644782,1.3457367070666515,1262.8148,513,0,1477.5608265526737,6.000656351537824,246.2332,35,NOT_AVAILABLE,-0.078358755,,0.028176105,,,,,,643184470,0.09543051,-0.31291592,-0.56638837,2015.5,0,,,,1635721458409799680,,,,15,Gaia DR1 4528097296196813952,1758.8346161129,1460.92943955211,2198.87093019987,6.944652977489094,6.459779311011163,7.347631796280517,6.386490977489094,5.901617311011163,6.7894697962805175,5.611931977489094,5.127058311011163,6.0149107962805175,nan,nan,nan,nan,nan,nan,nan,nan,nan
226,97,VII,HDE 320102,HIP 86197,,17 36 53.62,-34 02 36.80,354.68,-1.12,WN5b+O7,SSM96,SB2,"SM89,NC95,NR96,LM96,MMH98",12.3,11.82,11.14,10.62,11.51,11.73,10.85,,,8.502,8.215,8.009,,,,,"266.5405416666666,28.925527777777777",0.00458313341452446,4596323985561881856,Gaia DR2 4596323985561881856,266.535416583689,28.924587987067646,53.68411210323716,26.071006766790845,265.03763511935057,52.30420557558986,1.228216718362592,-23.45940216599763,14.939184844041787,18.146692,19.2228,17.090813,0.09785081390787553,0.13104503432654022,0.1506839845781153,0.20877459815109206,0.25137435541442515,,,,257.43222,0.2739940359923731,0.6134541054088445,1.079703,27,0,239,0,239,31,false,1.354684799595858,0.03338773610100951,0.22732669,0.7343755,1.076107,2.1319866,0.022975186,-0.21768849,0.17708205,false,,,,,0,1.0558796,,,,30,0.056649216,8.150944,-0.07574095,-0.32151315,282.7716877450444,6.390662482704736,44.24763,25,1.3987324,1039.1294580124313,1.5299957370437982,679.17145,255,0,1170.6924104499371,5.941735771601376,197.02869,28,NOT_AVAILABLE,-0.0067594857,,-0.12733632,,,,,,74560721,-0.15674224,0.20393932,-0.036881983,2015.5,0,,,,1635721458409799680,,,,16,Gaia DR1 4596323985561881856,807.770439974318,715.442066481415,926.713982598339,9.686360218512327,9.38807142068008,9.94992763919325,8.61025221851233,8.311963420680081,8.873819639193252,7.554373218512328,7.2560844206800805,7.817940639193251,-1.0344397814876718,-1.3327285793199195,-0.7708723608067487,-1.3214397814876726,-1.6197285793199203,-1.0578723608067495,-1.5274397814876721,-1.8257285793199198,-1.263872360806749
227,98,VII,HDE 318016,GSC 7380-0192,,17 37 13.75,-33 27 55.90,355.21,-0.87,WN8o/C7,SSM96,SB1,"Ni91,MMEv98",,13.59,12.51,,13.71,13.22,11.85,,,8.091,7.548,7.045,Tr 27-105?,,2.5,MA01,"266.41833333333335,29.004444444444445",0.009691183164772478,4596332098758753536,Gaia DR2 4596332098758753536,266.4073474768556,29.005711668690022,53.731497129958456,26.20263699992754,264.84905621815534,52.38077396873881,0.26460672262171214,-3.304382565087632,-11.200960810620767,16.473553,17.014177,15.747357,0.06440373088955954,0.07611755677758837,0.09152082487778812,0.1362202710176399,0.14932653087025774,,,,1069.0741,0.6542509072225463,22.050326983648112,20.285862,32,3,276,0,279,31,false,1.5444906493089434,0.020114103679542947,0.14093693,1.5473413,0.5406246,1.26682,0.1032672,-0.26429996,-0.037317343,false,,,,,0,0.72619534,,,,36,0.030788336,2.8912187,-0.06723741,-0.13556534,2162.1420696246696,15.032670995780045,143.82953,34,1.2771862,4852.050539592608,5.9881273354848625,810.27844,315,0,4034.829891518591,12.844352910161478,314.1326,34,NOT_AVAILABLE,0.111609526,100001,-0.077308126,,,,,,524198980,-0.10361848,0.050137006,0.16795522,2015.5,0,,,,1635721458409799680,4673.46,5010.0,4827.14,16,Gaia DR1 4596332094460208640,3007.076477551,2370.99103130442,3983.57723860322,4.6234546327664,4.012810788847075,5.139527444074407,4.082830632766399,3.4721867888470737,4.598903444074406,3.356634632766399,2.745990788847074,3.872707444074406,-4.299722367233601,-4.910366211152926,-3.783649555925594,-4.8427223672336,-5.453366211152925,-4.326649555925593,-5.3457223672336,-5.956366211152925,-4.829649555925593
676,98-2,KSF14,1256-1483A,,,17 40 59.35,-32 11 22.3,-3.292,-0.86,WN9,KSF14,,,,,,,,,,,,13.98,12.46,11.86,,,,,"166.57170833333333,-64.49022222222223",0.0005451089244586243,5240376596725780736,Gaia DR2 5240376596725780736,166.5716600222149,-64.49076693394609,291.9108177043445,-3.8929150199728255,212.53735118483837,-60.206776061303266,0.16226193255319663,-6.098643937634325,2.963717838684256,19.358786,19.925623,18.54432,0.27450242230201316,0.2425396835525527,0.3009596103794156,0.5509762820324525,0.4762708043672436,,,,272.3067,0.6544133439908367,0.7149548668760302,2.1669261,26,2,229,0,231,31,false,1.4396477465775008,0.07421664594710595,0.502331,0.14663593,0.5668373,1.3813038,0.006061093,0.097497314,0.25282708,false,,,,,0,0.8144665,,,,28,-0.081927225,0.5391485,0.18695709,0.17050791,148.01512842923145,8.322620914564993,17.784678,23,1.336988,340.276574655327,1.1262374352777855,302.13574,247,0,306.930544981342,10.19096875094652,30.117897,24,NOT_AVAILABLE,-0.1501246,,-0.10203755,,,,,,586690750,-0.054261364,0.2453445,-0.048132863,2015.5,0,,,,1635721458409799680,,,,16,Gaia DR1 5240376596725780736,4387.47214042149,2337.38485883888,8137.97959190747,6.714551141006245,5.373040017936578,8.081971867844151,6.147714141006242,4.806203017936575,7.515134867844148,5.3332481410062424,3.9917370179365754,6.700668867844149,0.7689281410062438,-0.5725829820634232,2.1363488678441502,-0.7510718589937557,-2.0925829820634227,0.6163488678441507,-1.3510718589937571,-2.692582982063424,0.01634886784414924
228,98a,VII,,,IRAS 17380-3031,17 41 12.90,-30 32 29.00,358.13,-0.03,WC8-9vd+?,CH91,CWB,"WC95,Mo99,MT99,TMD02,Wi02",,19.7,19.7,,,,,,,9.14,6.51,4.33,,,,,"162.77504166666668,-61.716166666666666",0.0008893319722609794,5241974118409659136,Gaia DR2 5241974118409659136,162.77673305966027,-61.71578120273375,289.1825775043916,-2.0992241736133885,206.0830675401549,-59.74045678321457,-0.18713331653507795,-5.169920345244163,2.3656288319247865,19.136364,19.685461,18.157358,0.21913385480292355,0.2217261755371607,0.2719528345009651,0.47990519592135705,0.42878783420335487,,,,282.66092,0.8516659533440362,1.8119586211999135,3.6060648,24,0,207,0,207,31,false,1.4261235116894835,0.06358094019493463,0.44635633,0.20778674,0.54909706,1.5281029,0.06221848,-0.034392036,0.019913321,false,,,,,0,0.9790058,,,,28,-0.05131761,-0.68810946,0.2814663,0.104924165,184.65925041377784,10.950285601030803,16.863419,25,1.4917517,417.6385718983756,1.0888326797019765,383.56543,240,0,438.3537893274963,16.07331932159253,27.272139,26,NOT_AVAILABLE,-0.21766631,,-0.09307749,,,,,,76556950,-0.24482319,-0.060973063,-0.0495891,2015.5,0,,,,1635721458409799680,,,,17,Gaia DR1 5241974118409659136,5329.96917452771,3197.0159354038,8768.43838794319,6.051837513376736,4.97084972637813,7.161736994993314,5.502740513376736,4.421752726378131,6.612639994993314,4.523734513376734,3.442746726378129,5.633633994993312,-4.493623486623264,-5.574611273621869,-3.3837240050066857,-7.123623486623265,-8.20461127362187,-6.0137240050066865,-9.303623486623264,-10.38461127362187,-8.193724005006686
544,98-1,SFZ12,SFZ12 1269-166L,,,17 41 13.51,-30 03 41.1,358.54,0.22,WC8,SFZ12,,,,,,,,,,,,13.52,11.7,10.56,,,,,"154.82708333333332,-58.83972222222222",0.0001048969493291903,5255516704335204864,Gaia DR2 5255516704335204864,154.8268995351234,-58.83967796504276,284.33449804096085,-1.5740961770586344,196.4708647926077,-60.76903466313856,0.6640147194371464,-2.9914933284391134,-0.699602313456462,18.823936,19.45216,17.913815,0.16624733668891792,0.16722422384771904,0.20544243830813474,0.3509898571146949,0.32270092164318526,,,,249.51154,0.0,0.0,1.0546873,27,0,232,0,232,31,false,1.506294372751779,0.04408411266362992,0.31970382,0.34373614,0.6282234,1.5383453,0.22599755,-0.08913313,0.25519893,false,,,,,0,0.9101219,,,,29,0.10331435,3.2321205,0.16878362,0.30505782,228.92394800702903,10.178155283959544,22.491693,26,1.3961518,556.8927560865772,1.284643944763768,433.4997,246,0,548.5828767305559,10.742861849653547,51.064873,28,NOT_AVAILABLE,0.017438173,,-0.03134772,,,,,,58471088,-0.19432244,0.15158829,-0.16078953,2015.5,0,,,,1635721458409799680,,,,18,Gaia DR1 5255516704335204864,1592.65329470814,1105.76314554703,2729.32215737019,8.441553778191363,7.271885995321092,9.233849444713332,7.813329778191363,6.643661995321093,8.605625444713333,6.903208778191363,5.733540995321093,7.6955044447133325,2.509393778191363,1.3397259953210927,3.3016894447133325,0.6893937781913628,-0.4802740046789076,1.4816894447133322,-0.45060622180863596,-1.6202740046789064,0.3416894447133334
229,100,VII,HDE 318139,GSC 7381-1214,,17 42 09.77,-32 33 24.70,356.53,-1.26,WN7b,SSM96,,,,14.61,13.44,,,,,11.2,,8.846,8.272,7.715,,,,,"155.847875,-57.99422222222222",0.0008628291118774556,5255667676721130240,Gaia DR2 5255667676721130240,155.846927031379,-57.99492368157681,284.3253874469889,-0.5746645008785801,195.9650077585766,-59.80151744159169,0.5522882861535985,-4.099980967526671,4.383990047630295,18.73109,19.862385,16.891455,0.239108593400445,0.22671901830013277,0.2846547562575091,0.44645636530931293,0.4235638889711024,,,,498.7634,1.5918156066598435,11.432871191251955,10.388044,24,0,213,0,213,31,false,1.05531343864241,0.06310704749231297,0.4148416,0.198549,1.1312943,2.97093,0.032263745,-0.11471256,0.28314212,false,,,,,0,1.8396358,,,,26,0.104559556,1.9402039,0.08691515,0.33574566,156.89225659417247,23.85411452917308,6.577157,22,2.577505,606.611105552905,1.5817551378219878,383.50507,222,0,1406.6509410279832,16.18390491266833,86.91666,23,NOT_AVAILABLE,-0.022386808,,-0.063454084,,,,,,364267741,-0.24636155,0.26385546,-0.2074088,2015.5,0,,,,1635721458409799680,,,,17,Gaia DR1 5255667676721130240,2019.83838134751,1216.97820665518,4020.19043166171,8.3358018975615,6.841151872063907,9.435970994692497,7.204506897561499,5.709856872063906,8.304675994692495,5.3648718975615015,3.870221872063908,6.465040994692497,-2.680583102438499,-4.175233127936092,-1.580414005307503,-3.254583102438499,-4.749233127936092,-2.154414005307503,-3.811583102438499,-5.306233127936093,-2.7114140053075033
545,100-3,SFZ12,SFZ12 1275-184L,,,17 44 06.89,-30 01 13.2,358.9,-0.29,WN8,SFZ12,,,,,,,,,,,,13.9,11.52,10.17,,,,,"152.633,-59.35488888888889",0.0007662233586900791,5258068872676324096,Gaia DR2 5258068872676324096,152.63194025401563,-59.35543231915572,283.69154513871774,-2.6341689136242707,195.7009080127073,-61.95243724723421,0.33439811635976957,-4.068166154992227,2.7666069551702486,18.885296,19.48022,17.911741,0.1578354073182711,0.1775094457857945,0.19736419734711225,0.3463223039895357,0.31755492282313924,,,,321.86255,0.6227227263677702,1.5941236338934115,2.7636306,29,0,260,0,260,31,false,1.4233981630287125,0.04768317037839113,0.30958414,0.3009137,0.5949249,1.5684795,0.30525085,-0.007731987,0.093142375,false,,,,,0,0.9735546,,,,33,0.016733583,1.6943201,0.102943614,0.1153651,223.08326486218226,14.079754762471952,15.844258,28,1.468219,526.2935772725549,1.7292878388892472,304.34122,288,0,549.6310000978525,9.354049479518126,58.758617,29,NOT_AVAILABLE,0.028571399,,0.06964425,,,,,,725644468,-0.08802916,0.052148413,-0.19583766,2015.5,0,,,,1635721458409799680,,,,17,Gaia DR1 5258068872676324096,3016.90270884343,1850.96325280634,5633.93711835628,7.082413475133894,5.726160022909623,8.143231016072995,6.487489475133895,5.131236022909624,7.548307016072997,5.513934475133894,4.157681022909623,6.5747520160729955,1.502193475133895,0.14594002290962393,2.5630110160729966,-0.8778065248661058,-2.234059977090377,0.18301101607299586,-2.2278065248661054,-3.5840599770903765,-1.1669889839270038
230,100-2,MC10,MC10 2,,G359.717-0.044,17 45 06.91,-29 12 02.1,359.717,-0.044,WC9?d,MC10,,,,,,,,,,,,16.842,13.526,11.112,,,,,"154.7225,-57.868611111111115",0.0002699425410812714,5258663747128860544,Gaia DR2 5258663747128860544,154.72300513230653,-57.86863738483635,283.75562784791674,-0.7924646045525271,194.9578045344779,-60.145035017788025,-0.22963776528232405,-5.9689938080423754,5.3017807594055615,19.188654,20.110327,17.945091,0.20329551845234334,0.22334513129564618,0.2698332417010884,0.4484791993973954,0.4153080615427627,,,,244.19893,0.0,0.0,0.8653618,27,0,231,0,231,31,false,1.2638532721290083,0.05395158833243458,0.40392,0.21010755,0.9216728,2.1652355,0.33734357,-0.07534759,0.19278055,false,,,,,0,1.2435627,,,,33,0.10266482,-0.85103583,0.21057162,0.14364363,124.86036425837975,12.216913503967357,10.220287,24,1.652921,398.0017775919368,1.111822783706216,357.97232,272,0,533.0051082715718,15.347497847320948,34.729122,27,NOT_AVAILABLE,-0.07241074,,0.017222956,,,,,,1247369432,-0.05779871,0.10395362,-0.024589106,2015.5,0,,,,1635721458409799680,,,,16,Gaia DR1 5258663742821380224,4538.85239658484,2876.36971177968,7146.51274253915,6.825596701389328,5.839856137934328,7.8161034651133665,5.903923701389326,4.918183137934326,6.8944304651133645,4.660360701389328,3.674620137934328,5.650867465113366,3.557269701389325,2.5715291379343252,4.547776465113364,0.24126970138932613,-0.7444708620656737,1.2317764651133647,-2.1727302986106736,-3.1584708620656734,-1.182223534886635
231,100-1,MM10,,,CXOGC J174508.9-291218,17 45 08.90,-29 12 18.00,359.72,-0.05,WN7; WN7b,MM10; RC15,,,,,,,,,,,,15.12,12.61,11.08,,,,,"154.52091666666666,-57.72613888888889",0.001611001787626874,5258677937687741312,Gaia DR2 5258677937687741312,154.52375189317252,-57.72558811781443,283.58819022685174,-0.7315707024315912,194.60288432034193,-60.1226531399679,0.5917404189640032,-5.204782824784307,5.239368720193107,20.274387,20.797298,18.937305,0.577854484582667,0.5754656742102444,0.7093775855043482,1.2449087649975439,1.0997668497805952,,,,255.88133,1.985382655742399,2.2475979003404203,2.2675245,24,1,212,0,213,31,false,1.4947678551282408,0.14594913665069237,1.2188398,0.038545504,0.5229111,1.859993,0.35095564,-0.1287445,0.4688796,false,,,,,0,1.3370819,,,,30,0.066381745,0.8341685,0.32732013,0.11435305,66.318658756441,13.655183439338362,4.8566656,16,1.9126139,146.41696800129577,1.1581006567139829,126.428535,263,0,213.7204653971402,12.851966511686925,16.629398,26,NOT_AVAILABLE,-0.28236687,,-0.19908729,,,,,,417485183,-0.17485541,0.31841633,-0.1454954,2015.5,0,,,,1635721458409799680,,,,15,Gaia DR1 5258677937687741312,2503.57098847235,1161.96700433931,4974.85412196705,8.804498448597727,7.313396247911481,10.47132902081631,8.281587448597726,6.79048524791148,9.948418020816309,6.944505448597724,5.453403247911478,8.611336020816307,3.1272004485977245,1.6360982479114785,4.794031020816307,0.6172004485977247,-0.8739017520885213,2.2840310208163075,-0.9127995514022746,-2.4039017520885206,0.7540310208163081
232,101,VII,DA 3,,DA 3,17 45 09.10,-31 50 16.00,357.47,-1.43,WC8,HH88,,,,17.9,16.4,,,,,13.1,,9.623,8.779,7.886,,,,,"148.72045833333334,-56.27269444444445",0.0004598533096347938,5259626507000805120,Gaia DR2 5259626507000805120,148.7199061955001,-56.27303719955011,280.1771198656117,-1.41028298937433,187.95694618554558,-61.37078738061834,0.33460017826319816,-5.019985959669481,3.55293889507438,16.528034,18.020872,15.308539,0.06152569613174968,0.057959166839856545,0.07025919701651244,0.14531558241349257,0.12416794639269992,,,,331.37427,0.34884816393999313,5.06233977128823,5.3509607,24,2,209,0,211,31,false,1.3141624923154769,0.015747378511111274,0.1362545,3.047884,1.4928379,2.7123327,0.22382098,-0.22825609,0.08956318,false,,,,,0,1.2194948,,,,38,0.062310122,4.762368,0.102321655,-0.06675609,855.473045072995,5.721643214443665,149.51527,36,1.495229,4614.584677242246,3.8641366201028906,1194.2085,332,0,6044.387988032872,14.620792603317458,413.41043,35,NOT_AVAILABLE,-0.07579434,100001,-0.11881348,,,,,,439871061,-0.20980816,0.0759755,-0.16786034,2015.5,0,,,,1635721458409799680,3536.9333,4746.51,3970.53,15,Gaia DR1 5259626502688934400,2764.55354065584,2283.92568354586,3478.59445460827,5.8127469736683235,5.313852998532905,6.227462158328503,4.3199089736683245,3.821014998532906,4.734624158328504,3.1004139736683225,2.601519998532904,3.5151291583285023,-2.585125026331678,-3.0840190014670963,-2.170409841671498,-3.4291250263316773,-3.9280190014670957,-3.0144098416714975,-4.322125026331677,-4.8210190014670955,-3.9074098416714973
233,101-7,MC10,MCD10 4,,G359.74-0.090,17 45 09.74,-29 14 14.6,359.691,-0.072,WC9?d,MC10,,,,,,,,,,,,15.555,13.019,11.14,,,,,"138.29904166666665,-49.89288888888889",0.0018718360611207257,5325643865184780928,Gaia DR2 5325643865184780928,138.2976561151768,-49.89453420534375,271.2688044699528,-0.9359514712977476,169.5219110849189,-60.717197245871105,1.71471266138062,-9.612430430044597,11.10025313876368,17.585705,18.770784,16.477144,0.09452926966304451,0.0930321700683322,0.10581136259745667,0.1943461715585558,0.18609112745874704,,,,236.11163,0.3193184450823408,1.5822992454370373,2.7293782,21,0,185,0,185,31,false,1.3845624243624157,0.026002206760058807,0.18115704,1.4356506,1.1850796,2.2936401,0.16974464,-0.3454478,0.089073814,false,,,,,0,1.1085606,,,,36,-0.1446456,16.205374,-0.013736739,0.215152,428.787060589206,9.240672499311199,46.40215,29,1.4287584,1742.065825828031,1.8991874386181409,917.26904,278,0,2060.2041277602434,8.980544920236436,229.40747,25,NOT_AVAILABLE,-0.02102441,,-0.16249025,,,,,,454311905,-0.19250318,0.06346991,-0.31903172,2015.5,0,,,,1635721458409799680,,,,15,Gaia DR1 5325643860886419200,576.748070347391,542.734141988771,615.224565503013,9.965853249217544,9.825615658869566,10.097848286142334,8.780774249217545,8.640536658869568,8.912769286142336,7.672213249217544,7.531975658869566,7.804208286142334,6.750069249217544,6.609831658869567,6.8820642861423345,4.214069249217545,4.073831658869567,4.346064286142335,2.335069249217545,2.1948316588695675,2.4670642861423353
